Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
GMC,SierrA,PICKUP TRUCK - STANDARD,3,6,A,D,10.2,7.8,9.1,31,245
GMC,SierrA,PICKUP TRUCK - STANDARD,4.3,6,A,X,15.1,11.5,13.5,21,318
GMC,SierrA,PICKUP TRUCK - STANDARD,5.3,8,A,X,15.9,11.4,13.9,20,326
GMC,SierrA FFV,PICKUP TRUCK - STANDARD,5.3,8,A,X,16,12.6,14.4,20,339
GMC,SierrA FFV,PICKUP TRUCK - STANDARD,5.3,8,A,E,22.2,16.2,19.5,14,326
GMC,SierrA,PICKUP TRUCK - STANDARD,5.3,8,A,X,14,10.1,12.2,23,288
GMC,SierrA 4WD,PICKUP TRUCK - STANDARD,2.7,4,A,X,12.5,10.8,11.7,24,275
GMC,SierrA WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A,X,12.7,11,12,24,280
GMC,SierrA 4WD,PICKUP TRUCK - STANDARD,3,6,A,D,10.5,9.1,9.9,29,265
GMC,SierrA 4WD AT4,PICKUP TRUCK - STANDARD,3,6,A,D,10.5,9.1,9.9,29,265
GMC,SierrA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A,X,15.7,12,14.1,20,331
GMC,SierrA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,15.9,11.8,14.1,20,331
GMC,SierrA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A,X,16.4,12.6,14.7,19,344
GMC,SierrA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A,E,21.8,16.8,19.5,14,325
GMC,SierrA 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A,X,16.7,13.1,15.1,19,354
GMC,SierrA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.7,10.8,13,22,304
GMC,SierrA 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A,X,15.1,11.4,13.4,21,314
GMC,SierrA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.3,10.6,12.7,22,298
GMC,SierrA 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.7,11.2,13.1,22,307
GMC,SierrA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A,Z,15.5,11.9,13.9,20,326
GMC,SierrA 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A,Z,15.7,12.4,14.2,20,332
GMC,TerrAin,SUV - SMALL,1.5,4,A,X,9.2,7.8,8.6,33,202
GMC,TerrAin AWD,SUV - SMALL,1.5,4,A,X,9.5,8.3,9,31,210
GMC,TerrAin AWD,SUV - SMALL,2,4,A,Z,11.2,9,10.2,28,239
GMC,Yukon,SUV - STANDARD,5.3,8,A,X,15.7,10.5,13.4,21,314
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A,X,15.7,10.5,13.4,21,314
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A,E,21.2,13.9,17.9,16,298
GMC,Yukon 4WD,SUV - STANDARD,5.3,8,A,X,16,11.2,13.8,20,325
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A,X,16,11.2,13.8,20,325
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A,E,21.7,14.3,18.4,15,305
GMC,Yukon 4WD,SUV - STANDARD,6.2,8,A,Z,16.5,10.9,13.9,20,327
GMC,Yukon XL,SUV - STANDARD,5.3,8,A,X,15.7,10.5,13.4,21,314
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A,X,15.7,10.5,13.4,21,314
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A,E,21.2,13.9,17.9,16,298
GMC,Yukon XL 4WD,SUV - STANDARD,5.3,8,A,X,16.8,11.3,14.4,20,337
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A,X,16.8,11.3,14.4,20,337
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A,E,22.2,15.3,19.1,15,319
GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,A,Z,17.2,11.4,14.6,19,343
HONDA,Accord,FULL-SIZE,1.5,4,A,X,7.9,6.3,7.2,39,170
HONDA,Accord,FULL-SIZE,1.5,4,A,X,8.2,6.8,7.6,37,177
HONDA,Accord,FULL-SIZE,1.5,4,M,X,8.9,6.7,7.9,36,185
HONDA,Accord,FULL-SIZE,2,4,M,X,10.7,7.3,9.2,31,214
HONDA,Accord Sport/Touring,MID-SIZE,2,4,A,X,10.4,7.4,9.1,31,211
HONDA,Accord Hybrid,FULL-SIZE,2,4,A,X,5,5,5,56,117
HONDA,Civic Coupe,COMPACT,1.5,4,A,X,7.8,6.4,7.2,39,167
HONDA,Civic Coupe,COMPACT,2,4,A,X,7.8,6.1,7.1,40,164
HONDA,Civic Coupe,COMPACT,2,4,A,X,8.3,6.6,7.5,38,176
HONDA,Civic Coupe,COMPACT,2,4,M,X,9.3,6.7,8.1,35,189
HONDA,Civic Coupe Si,COMPACT,1.5,4,M,Z,8.9,6.4,7.8,36,183
HONDA,Civic HAtchbAck,FULL-SIZE,1.5,4,A,X,7.7,6,6.9,41,162
HONDA,Civic HAtchbAck,FULL-SIZE,1.5,4,M,X,8,6.2,7.2,39,167
HONDA,Civic HAtchbAck Sport,FULL-SIZE,1.5,4,A,Z,8,6.6,7.4,38,172
HONDA,Civic HAtchbAck Sport,FULL-SIZE,1.5,4,M,Z,8,6.2,7.2,39,167
HONDA,Civic SedAn,MID-SIZE,1.5,4,A,X,7.8,6.2,7.1,40,165
HONDA,Civic SedAn,MID-SIZE,2,4,A,X,7.9,6.1,7.1,40,167
HONDA,Civic SedAn,MID-SIZE,2,4,A,X,8.2,6.5,7.4,38,172
HONDA,Civic SedAn,MID-SIZE,2,4,M,X,9.3,6.5,8,35,186
HONDA,Civic SedAn Si,MID-SIZE,1.5,4,M,Z,8.9,6.4,7.8,36,183
HONDA,Civic Type R,FULL-SIZE,2,4,M,Z,10.5,8.4,9.6,29,223
HONDA,CR-V,SUV - SMALL,1.5,4,A,X,8.3,7,7.7,37,180
HONDA,CR-V AWD,SUV - SMALL,1.5,4,A,X,8.7,7.4,8.1,35,189
HONDA,Fit,STATION WAGON - SMALL,1.5,4,A,X,7,5.9,6.5,43,151
HONDA,Fit,STATION WAGON - SMALL,1.5,4,A,X,7.6,6.5,7,40,166
HONDA,Fit,STATION WAGON - SMALL,1.5,4,M,X,8.1,6.6,7.4,38,174
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,A,X,8.4,7,7.8,36,181
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,A,X,8.8,7.5,8.2,34,193
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,A,X,9.1,7.7,8.5,33,200
HONDA,Insight EX/Touring,MID-SIZE,1.5,4,A,X,4.6,5.3,4.9,58,115
HONDA,Odyssey,MINIVAN,3.5,6,A,X,12.2,8.5,10.6,27,248
HONDA,PAport AWD,SUV - SMALL,3.5,6,A,X,12.5,9.8,11.3,25,265
HONDA,Pilot AWD,SUV - SMALL,3.5,6,A,X,13,9.3,11.3,25,266
HONDA,Pilot AWD,SUV - SMALL,3.5,6,A,X,12.4,9.3,11,26,257
HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,A,X,12.6,10,11.4,25,269
HYUNDAI,Accent,COMPACT,1.6,4,A,X,7.3,6,6.7,42,160
HYUNDAI,Accent,COMPACT,1.6,4,M,X,7.8,6.1,7,40,168
HYUNDAI,ElAntrA,MID-SIZE,1.6,4,A,X,8.9,7,8.1,35,192
HYUNDAI,ElAntrA,MID-SIZE,1.6,4,M,X,10.1,7.6,9,31,214
HYUNDAI,ElAntrA,MID-SIZE,2,4,A,X,7.8,5.6,6.8,42,161
HYUNDAI,ElAntrA,MID-SIZE,2,4,M,X,9.1,6.3,7.9,36,187
HYUNDAI,ElAntrA GT,FULL-SIZE,1.6,4,A,X,9.7,7.4,8.6,33,205
HYUNDAI,ElAntrA GT,FULL-SIZE,1.6,4,M,X,10.3,7.9,9.2,31,218
HYUNDAI,ElAntrA GT,FULL-SIZE,2,4,A,X,9.4,7.1,8.4,34,199
HYUNDAI,ElAntrA GT,FULL-SIZE,2,4,M,X,9.8,7.4,8.7,32,207
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,A,X,4.2,4.2,4.2,67,99
HYUNDAI,IONIQ Blue,FULL-SIZE,1.6,4,A,X,4.2,4,4.1,69,96
HYUNDAI,KonA,SUV - SMALL,2,4,A,X,8.6,7,7.9,36,187
HYUNDAI,KonA AWD,SUV - SMALL,1.6,4,A,X,9,8,8.6,33,201
HYUNDAI,KonA AWD,SUV - SMALL,2,4,A,X,9.2,7.8,8.6,33,202
HYUNDAI,PAlisAde,SUV - STANDARD,3.8,6,A,X,11.9,8.8,10.5,27,250
HYUNDAI,PAlisAde AWD,SUV - STANDARD,3.8,6,A,X,12.3,9.6,11.1,25,265
HYUNDAI,SAntA Fe,SUV - SMALL,2.4,4,A,X,10.8,8,9.6,29,225
HYUNDAI,SAntA Fe AWD,SUV - SMALL,2,4,A,X,12,9.2,10.7,26,255
HYUNDAI,SAntA Fe AWD,SUV - SMALL,2.4,4,A,X,11.3,8.8,10.1,28,238
HYUNDAI,SonAtA,FULL-SIZE,1.6,4,A,X,8.6,6.6,7.7,37,181
HYUNDAI,SonAtA,FULL-SIZE,2.5,4,A,X,8.8,6.4,7.7,37,182
HYUNDAI,SonAtA Hybrid,FULL-SIZE,2,4,A,X,5.3,4.6,5,56,117
HYUNDAI,Tucson,SUV - SMALL,2,4,A,X,10,7.9,9.1,31,216
HYUNDAI,Tucson AWD,SUV - SMALL,2,4,A,X,10.8,9.2,10.1,28,239
HYUNDAI,Tucson AWD,SUV - SMALL,2.4,4,A,X,11,9.1,10.1,28,241
HYUNDAI,Veloster Turbo,COMPACT,1.6,4,A,X,8.5,6.9,7.8,36,184
HYUNDAI,Veloster Turbo,COMPACT,1.6,4,M,X,9.4,7,8.3,34,196
HYUNDAI,Veloster,COMPACT,2,4,A,X,9.1,7.1,8.2,34,193
HYUNDAI,Veloster N,COMPACT,2,4,M,X,10.6,8.3,9.5,30,226
HYUNDAI,Venue,MID-SIZE,1.6,4,A,X,8,7,7.5,38,178
HYUNDAI,Venue,MID-SIZE,1.6,4,M,X,8.6,6.8,7.8,36,184
INFINITI,Q50 AWD,MID-SIZE,3,6,A,Z,12.5,8.7,10.8,26,254
INFINITI,Q50 AWD Red Sport,MID-SIZE,3,6,A,Z,12.5,9.3,11.1,25,261
INFINITI,Q60 AWD,SUBCOMPACT,3,6,A,Z,12.3,8.7,10.7,26,251
INFINITI,Q60 AWD Red Sport,SUBCOMPACT,3,6,A,Z,12.5,9.2,11,26,259
INFINITI,QX50 AWD,SUV - SMALL,2,4,A,Z,10.8,8.3,9.7,29,228
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,A,Z,12.5,9,10.9,26,257
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,A,Z,17.8,12.3,15.3,18,360
JAGUAR,E-PACE P250,SUV - SMALL,2,4,A,Z,11,8.4,9.8,29,231
JAGUAR,E-PACE P300,SUV - SMALL,2,4,A,Z,11.2,8.6,10.1,28,236
JAGUAR,F-PACE 25t,SUV - SMALL,2,4,A,Z,10.7,8.8,9.9,29,227
JAGUAR,F-PACE 30t,SUV - SMALL,2,4,A,Z,10.9,8.7,9.9,29,232
JAGUAR,F-PACE S,SUV - SMALL,3,6,A,Z,13.3,10,11.8,24,277
JAGUAR,F-PACE SVR,SUV - SMALL,5,8,A,Z,14.5,11,12.9,22,303
JAGUAR,F-TYPE P300 Convertible,TWO-SEATER,2,4,A,Z,10.2,7.8,9.2,31,215
JAGUAR,F-TYPE Convertible,TWO-SEATER,3,6,A,Z,11.9,8.5,10.4,27,242
JAGUAR,F-TYPE Convertible R-DynAic,TWO-SEATER,3,6,A,Z,12.4,8.8,10.8,26,253
JAGUAR,F-TYPE Convertible R-DynAic AWD,TWO-SEATER,3,6,A,Z,13,9.2,11.3,25,265
JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5,8,A,Z,15.2,9.8,12.7,22,299
JAGUAR,F-TYPE SVR AWD Convertible,TWO-SEATER,5,8,A,Z,15.2,9.8,12.7,22,299
JAGUAR,F-TYPE P300 Coupe,TWO-SEATER,2,4,A,Z,10.2,7.8,9.2,31,215
JAGUAR,F-TYPE Coupe,TWO-SEATER,3,6,A,Z,11.9,8.5,10.4,27,242
JAGUAR,F-TYPE Coupe R-DynAic,TWO-SEATER,3,6,A,Z,12.4,8.8,10.8,26,253
JAGUAR,F-TYPE Coupe R-DynAic AWD,TWO-SEATER,3,6,A,Z,13,9.2,11.3,25,265
JAGUAR,F-TYPE R AWD Coupe,TWO-SEATER,5,8,A,Z,15.2,9.8,12.7,22,299
JAGUAR,F-TYPE SVR AWD Coupe,TWO-SEATER,5,8,A,Z,15.2,9.8,12.7,22,299
JAGUAR,XE P250 AWD,COMPACT,2,4,A,Z,9.8,6.9,8.5,33,200
JAGUAR,XE P300 AWD,COMPACT,2,4,A,Z,10.7,7.7,9.4,30,220
JAGUAR,XF 25t AWD,MID-SIZE,2,4,A,Z,10.1,7.2,8.8,32,207
JAGUAR,XF 30t AWD,MID-SIZE,2,4,A,Z,10.6,7.6,9.2,31,217
JAGUAR,XF S AWD,MID-SIZE,3,6,A,Z,12,8.4,10.4,27,243
JEEP,Cherokee,SUV - SMALL,2,4,A,X,10.4,7.6,9.1,31,214
JEEP,Cherokee,SUV - SMALL,2.4,4,A,X,10.8,7.6,9.3,30,219
JEEP,Cherokee,SUV - SMALL,3.2,6,A,X,11.9,8.2,10.2,28,240
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2,4,A,X,11.2,8,9.8,29,229
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.4,4,A,X,11.2,8,9.8,29,230
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,3.2,6,A,X,12.2,8.6,10.6,27,249
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,2,4,A,X,11.5,8.6,10.2,28,240
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,3.2,6,A,X,12.8,9,11.1,25,259
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2,4,A,X,11.8,9.2,10.6,27,249
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,3.2,6,A,X,12.9,9.9,11.6,24,269
JEEP,CoMpA,SUV - SMALL,2.4,4,A,X,10.6,7.6,9.3,30,218
JEEP,CoMpA,SUV - SMALL,2.4,4,M,X,10.4,7.3,9,31,211
JEEP,CoMpA 4X4,SUV - SMALL,2.4,4,A,X,10.8,7.8,9.5,30,222
JEEP,CoMpA 4X4,SUV - SMALL,2.4,4,M,X,10.8,7.6,9.4,30,221
JEEP,GlAdiAtor 4X4,PICKUP TRUCK - STANDARD,3.6,6,A,X,13.7,10.7,12.3,23,290
JEEP,GlAdiAtor 4X4,PICKUP TRUCK - STANDARD,3.6,6,M,X,14.3,10.4,12.6,22,296
JEEP,GrAnd Cherokee 4X4,SUV - STANDARD,3.6,6,A,X,12.7,9.6,11.3,25,265
JEEP,GrAnd Cherokee 4X4,SUV - STANDARD,5.7,8,A,X,16.7,10.9,14.1,20,331
JEEP,GrAnd Cherokee 4X4 TrAckhAwk,SUV - STANDARD,6.2,8,A,Z,20.9,13.8,17.7,16,413
JEEP,GrAnd Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A,Z,18.3,12.6,15.7,18,368
JEEP,RenegAde,SUV - SMALL,1.3,4,A,X,9.8,7.4,8.7,32,204
JEEP,RenegAde,SUV - SMALL,2.4,4,A,X,10.8,7.8,9.5,30,222
JEEP,RenegAde 4X4,SUV - SMALL,1.3,4,A,X,10.1,8.1,9.2,31,216
JEEP,RenegAde 4X4 TrAilhAwk,SUV - SMALL,1.3,4,A,X,10.8,8.7,9.9,29,230
JEEP,RenegAde 4X4,SUV - SMALL,2.4,4,A,X,11.2,8.2,9.8,29,230
JEEP,WrAngler 4X4,SUV - SMALL,2,4,A,X,10.7,9.8,10.3,27,241
JEEP,WrAngler 4X4,SUV - SMALL,3.6,6,A,X,12.8,10.4,11.8,24,274
JEEP,WrAngler 4X4 eTorque,SUV - SMALL,3.6,6,A,X,12,9.8,11,26,259
JEEP,WrAngler 4X4,SUV - SMALL,3.6,6,M,X,13.7,9.6,11.8,24,277
JEEP,WrAngler UnliMited 4X4,SUV - SMALL,2,4,A,X,11.5,10.9,11.2,25,263
JEEP,WrAngler UnliMited 4X4 eTorque,SUV - SMALL,2,4,A,X,11.3,10.5,10.9,26,257
JEEP,WrAngler UnliMited 4X4 EcoDiesel,SUV - SMALL,3,6,A,D,10.6,8.1,9.5,30,255
JEEP,WrAngler UnliMited 4X4,SUV - SMALL,3.6,6,A,X,12.9,10.7,11.9,24,280
JEEP,WrAngler UnliMited 4X4 eTorque,SUV - SMALL,3.6,6,A,X,12.6,10.7,11.8,24,276
JEEP,WrAngler UnliMited 4X4,SUV - SMALL,3.6,6,M,X,13.8,10.1,12.2,23,285
KIA,Forte,MID-SIZE,1.6,4,A,X,8.7,6.6,7.8,36,184
KIA,Forte,MID-SIZE,2,4,A,X,7.9,5.9,7,40,165
KIA,Forte,MID-SIZE,2,4,M,X,8.6,6.4,7.6,37,180
KIA,Forte 5,FULL-SIZE,1.6,4,A,X,8.9,6.9,8,35,190
KIA,Forte 5,FULL-SIZE,2,4,A,X,8,6,7.1,40,169
KIA,Niro,STATION WAGON - SMALL,1.6,4,A,X,4.6,5.1,4.8,59,114
KIA,Niro FE,STATION WAGON - SMALL,1.6,4,A,X,4.5,4.8,4.7,60,110
KIA,Niro Touring,STATION WAGON - SMALL,1.6,4,A,X,5.1,5.8,5.4,52,129
KIA,OptiMA,FULL-SIZE,2.4,4,A,X,9.5,7.1,8.4,34,199
KIA,OptiMA Hybrid,MID-SIZE,2,4,A,X,5.9,5.2,5.6,50,132
KIA,Rio,COMPACT,1.6,4,A,X,7.2,5.9,6.6,43,151
KIA,Rio,COMPACT,1.6,4,M,X,7.8,6,7,40,167
KIA,SedonA,MINIVAN,3.3,6,A,X,12.7,9.9,11.5,25,271
KIA,Sorento AWD,SUV - SMALL,2.4,4,A,X,11.2,9,10.2,28,242
KIA,Sorento AWD,SUV - SMALL,3.3,6,A,X,12.3,9.5,11.1,25,261
KIA,Soul,STATION WAGON - SMALL,2,4,A,X,8.6,7.1,7.9,36,188
KIA,Soul,STATION WAGON - SMALL,2,4,M,X,9.6,7.6,8.7,32,206
KIA,SportAge,SUV - SMALL,2.4,4,A,X,10.1,7.6,9,31,214
KIA,SportAge AWD,SUV - SMALL,2,4,A,X,12.1,9.6,11,26,261
KIA,SportAge AWD,SUV - SMALL,2.4,4,A,X,10.8,9.1,10,28,239
KIA,Stinger AWD,MID-SIZE,3.3,6,A,Z,13.6,9.6,11.8,24,279
KIA,Telluride AWD,SUV - SMALL,3.8,6,A,X,12.5,9.6,11.2,25,264
LABORGHINI,AentAdor Coupe,TWO-SEATER,6.5,12,A,Z,26.2,15.5,21.4,13,485
LABORGHINI,AentAdor RoAdster,TWO-SEATER,6.5,12,A,Z,26.6,15.8,21.7,13,493
LABORGHINI,HurAcAn Coupe,TWO-SEATER,5.2,10,A,Z,18,12.9,15.7,18,370
LABORGHINI,HurAcAn Coupe AWD,TWO-SEATER,5.2,10,A,Z,18,12.9,15.7,18,370
LABORGHINI,HurAcAn Spyder,TWO-SEATER,5.2,10,A,Z,18,12.9,15.7,18,370
LABORGHINI,HurAcAn Spyder AWD,TWO-SEATER,5.2,10,A,Z,18,12.9,15.7,18,370
LABORGHINI,Urus,SUV - STANDARD,4,8,A,Z,19.2,14.1,16.9,17,384
LAND ROVER,Discovery,SUV - STANDARD,3,6,A,Z,14.8,11.4,13.3,21,311
LAND ROVER,Discovery TD6 Diesel,SUV - STANDARD,3,6,A,D,11.3,9.2,10.4,27,279
LAND ROVER,Discovery Sport P250,SUV - SMALL,2,4,A,Z,12.6,9.7,11.3,25,266
LAND ROVER,Discovery Sport P290,SUV - SMALL,2,4,A,Z,12.3,9.8,11.1,25,262
LAND ROVER,RAnge Rover 3.0,SUV - STANDARD,3,6,A,Z,12.2,9.4,11,26,258
LAND ROVER,RAnge Rover TD6 Diesel,SUV - STANDARD,3,6,A,D,10.7,8.3,9.6,29,256
LAND ROVER,RAnge Rover 5.0 SuperchArged,SUV - STANDARD,5,8,A,Z,14.4,11.2,12.9,22,305
LAND ROVER,RAnge Rover 5.0 SuperchArged LWB,SUV - STANDARD,5,8,A,Z,14.4,11.3,13,22,305
LAND ROVER,RAnge Rover SVAutobiogrAphy DynAic,SUV - STANDARD,5,8,A,Z,17.1,12.6,15.1,19,354
LAND ROVER,RAnge Rover SVAutobiogrAphy LWB,SUV - STANDARD,5,8,A,Z,17.9,12.7,15.5,18,365
LAND ROVER,RAnge Rover Sport 3.0,SUV - STANDARD,3,6,A,Z,12.6,9.6,11.3,25,264
LAND ROVER,RAnge Rover Sport TD6 Diesel,SUV - STANDARD,3,6,A,D,10.7,8.3,9.6,29,256
LAND ROVER,RAnge Rover Sport SuperchArged,SUV - STANDARD,5,8,A,Z,14.1,10.7,12.6,22,294
LAND ROVER,RAnge Rover Sport SVR,SUV - STANDARD,5,8,A,Z,16.2,12,14.3,20,336
LAND ROVER,RAnge Rover Evoque P250,SUV - SMALL,2,4,A,Z,11.8,8.7,10.4,27,245
LAND ROVER,RAnge Rover Evoque P300,SUV - SMALL,2,4,A,Z,11.4,8.9,10.3,27,242
LAND ROVER,RAnge Rover VelAr P250,SUV - SMALL,2,4,A,Z,11.2,8.9,10.2,28,238
LAND ROVER,RAnge Rover VelAr P300,SUV - SMALL,2,4,A,Z,11.7,9.2,10.6,27,248
LAND ROVER,RAnge Rover VelAr P340,SUV - SMALL,3,6,A,Z,13,10,11.6,24,273
LAND ROVER,RAnge Rover VelAr P380,SUV - SMALL,3,6,A,Z,13,10,11.6,24,273
LAND ROVER,RAnge Rover VelAr SVAutobiogrAphy DynAic,SUV - SMALL,5,8,A,Z,15.2,11.5,13.5,21,318
LEXUS,ES 300h,MID-SIZE,2.5,4,A,X,5.5,5.2,5.3,53,124
LEXUS,ES 350,MID-SIZE,3.5,6,A,X,10.7,7.2,9.1,31,213
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,A,X,10.9,7.5,9.4,30,219
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,A,Z,12.3,9.1,10.9,26,254
LEXUS,GS F,COMPACT,5,8,A,Z,14.9,9.7,12.5,23,293
LEXUS,GX 460,SUV - STANDARD,4.6,8,A,Z,16.2,12.3,14.5,19,337
LEXUS,IS 300,COMPACT,2,4,A,Z,11,7.6,9.5,30,220
LEXUS,IS 300 AWD,COMPACT,3.5,6,A,Z,12.3,9.1,10.9,26,254
LEXUS,IS 350 AWD,COMPACT,3.5,6,A,Z,12.3,9.1,10.9,26,254
LEXUS,LC 500,SUBCOMPACT,5,8,A,Z,15.1,9.5,12.6,22,294
LEXUS,LC 500h,SUBCOMPACT,3.5,6,A,Z,9,7.1,8.1,35,189
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,A,Z,13.2,8.7,11.1,25,262
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,A,Z,10.3,7.7,9.1,31,214
LEXUS,LX 570,SUV - STANDARD,5.7,8,A,Z,19.2,14.3,16.9,17,395
LEXUS,NX 300 AWD,SUV - SMALL,2,4,A,Z,10.7,8.5,9.7,29,226
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2,4,A,Z,10.8,8.9,9.9,29,232
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,A,X,7.2,7.9,7.5,38,176
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,A,Z,13.1,9.8,11.2,25,262
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,A,Z,13.1,9.8,11.2,25,262
LEXUS,RC F,SUBCOMPACT,5,8,A,Z,14.4,9.6,12.2,23,285
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,A,X,12.2,9,10.8,26,252
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,A,X,13.1,9.4,11.1,25,268
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,A,Z,7.5,8.4,7.9,36,185
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6,A,Z,8.1,8.4,8.1,35,190
LEXUS,UX 200,MID-SIZE,2,4,A,X,8,6.3,7.2,39,168
LEXUS,UX 250h AWD,COMPACT,2,4,A,X,5.7,6.2,6,47,140
LINCOLN,AiAtor,SUV - STANDARD,3,6,A,X,13.7,9.7,11.9,24,280
LINCOLN,ContinentAl AWD,FULL-SIZE,2.7,6,A,X,14,9.5,12,24,281
LINCOLN,ContinentAl AWD,FULL-SIZE,3,6,A,X,14.5,9.8,12.3,23,289
LINCOLN,ContinentAl AWD,FULL-SIZE,3.7,6,A,X,14.3,9.7,12.2,23,287
LINCOLN,CorsAir AWD,SUV - SMALL,2,4,A,X,11.1,8.1,9.8,29,229
LINCOLN,CorsAir AWD,SUV - SMALL,2.3,4,A,X,11.1,8.2,9.8,29,230
LINCOLN,MKZ AWD,MID-SIZE,2,4,A,X,12.1,8.4,10.4,27,245
LINCOLN,MKZ Hybrid,MID-SIZE,2,4,A,X,5.5,5.7,5.6,50,131
LINCOLN,NAutilus AWD,SUV - SMALL,2,4,A,X,12,9.6,10.7,26,250
LINCOLN,NAutilus AWD,SUV - SMALL,2.7,6,A,X,12.5,9.2,11,26,258
LINCOLN,NAigAtor 4X4,SUV - STANDARD,3.5,6,A,X,15,11.5,13.4,21,315
MAERATI,Ghibli,MID-SIZE,3,6,A,Z,14.1,9.8,12.2,23,286
MAERATI,Ghibli S,MID-SIZE,3,6,A,Z,14.1,9.8,12.2,23,286
MAERATI,Ghibli S Q4,MID-SIZE,3,6,A,Z,14.7,9.9,12.6,22,295
MAERATI,LevAnte,SUV - STANDARD,3,6,A,Z,15.9,11.1,13.7,21,324
MAERATI,LevAnte S,SUV - STANDARD,3,6,A,Z,15.9,11.1,13.7,21,324
MAERATI,LevAnte GTS,SUV - STANDARD,3.8,8,A,Z,17.3,12.9,15.3,18,360
MAERATI,LevAnte Trofeo,SUV - STANDARD,3.8,8,A,Z,17.3,12.9,15.3,18,360
MAERATI,QuAttroporte S,FULL-SIZE,3,6,A,Z,14.1,9.8,12.2,23,286
MAERATI,QuAttroporte S Q4,FULL-SIZE,3,6,A,Z,15,10.3,12.8,22,301
MAERATI,QuAttroporte GTS,FULL-SIZE,3.8,8,A,Z,16,10.8,13.7,21,321
MAZDA,CX-3,COMPACT,2,4,A,X,8.3,6.9,7.7,37,179
MAZDA,CX-3 (SIL),COMPACT,2,4,M,X,8.8,7,8,35,186
MAZDA,CX-3 4WD,COMPACT,2,4,A,X,8.6,7.4,8.1,35,189
MAZDA,CX-30,SUV - SMALL,2,4,A,X,8.9,7.1,8.1,35,189
MAZDA,CX-30,SUV - SMALL,2.5,4,A,X,9.3,7.1,8.3,34,194
MAZDA,CX-30 4WD,SUV - SMALL,2,4,A,X,9.4,7.7,8.6,33,202
MAZDA,CX-30 4WD,SUV - SMALL,2.5,4,A,X,9.9,7.7,8.9,32,208
MAZDA,CX-30 4WD (Cylinder DeActivAtion),SUV - SMALL,2.5,4,A,X,9.5,7.4,8.6,33,200
MAZDA,CX-5,SUV - SMALL,2.5,4,A,X,9.7,7.8,8.8,32,206
